Activity Date,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade
"17 Sep 2023, 14:32:11",3974,3786,4212.790039,2.2799999713897705,1.112728476524353,4.400000095367432,2.799999952316284,2.200000047683716,6.699999809265137,41.66666793823242,0.03797958
"27 Sep 2023, 08:03:20",2413,2317,2629.080078,1.8899999856948853,1.1346913576126099,9.747558594,5.947559833526611,7.5,15.300000190734863,4.743833065032959,0.14453725516796112
"1 Oct 2023, 09:20:19",1505,1501,3654.939941,3.441999912261963,2.4350032806396484,3.111999988555908,2.9119999408721924,2.799999952316284,6,4.215851783752441,0.005472046
"2 Oct 2023, 08:31:09",6629,6128,7550.939941,3.196000099182129,1.2322030067443848,0,0,5.300000190734863,7.199999809265137,13.513513565063477,0
"4 Oct 2023, 07:01:52",1510,1510,3558.510009765625,3.5360000133514404,2.3566291332244873,15.366666793823242,16.66666603088379,5.099999904632568,19.399999618530273,3.9100685119628906,-0.036532145
"9 Oct 2023, 13:56:29",1570,1562,3667.050048828125,2.9619998931884766,2.347663164138794,13.314285278320312,15.214285850524902,2.799999952316284,19.799999237060547,4.395604610443115,-0.051812764
"15 Oct 2023, 08:09:18",1648,1648,4035.300048828125,3.759999990463257,2.4486043453216553,12.995454788208008,21.595455169677734,2.700000047683716,19.799999237060547,3.9447731971740723,-0.213119224
"18 Oct 2023, 06:57:47",1800,1693,4041.580078,4.421999931335449,2.3872296810150146,15.931272506713867,22.33127212524414,2.700000047683716,19.799999237060547,16.80672264099121,-0.15835391
"22 Oct 2023, 17:44:08",1760,1760,4023.050048828125,3.8540000915527344,2.2858238220214844,11.292882919311523,17.29290008544922,5.300000190734863,19.799999237060547,4.970179080963135,-0.149140581
"25 Oct 2023, 17:05:32",2016,2016,5087.209961,4.302000045776367,2.5234177112579346,22.387142181396484,21.687143325805664,5.199999809265137,19.799999237060547,4.310344696044922,0.013759997673332691
"28 Oct 2023, 08:05:04",2098,2086,5033.02002,3.118000030517578,2.4127612113952637,2.4255852699279785,1.8255900144577026,-1.200000048,1.7999999523162842,4.991680622,0.011921271681785583
"22 Nov 2023, 20:25:11",1340,1340,3500,,2.611940383911133,,,,,,0
"10 Dec 2023, 15:41:40",11051,5531,12885.20996,10.300000190734863,2.329634666442871,51.84086227416992,51.74089813232422,2.5999999046325684,28.399999618530273,16.038326263427734,0.000776084
"19 Dec 2023, 20:17:09",2492,2416,6124.779785,3.441999912261963,2.5350911617279053,30.38472557067871,30.38472557067871,8.899999618530273,19.899999618530273,27.932960510253906,0
"28 Dec 2023, 11:24:13",1858,1858,5031.959961,3.2880001068115234,2.7082669734954834,24.358898162841797,26.158899307250977,8.899999618530273,19.899999618530273,4.177109241485596,-0.035771351
"31 Dec 2023, 11:19:23",2871,2856,7040.399902,3.869999885559082,2.4651260375976562,33.66162109,34.36159896850586,4,19.899999618530273,5.226480960845947,-0.009942617
"14 Jan 2024, 11:54:50",1390,1176,3017.02002,3.2139999866485596,2.565493106842041,12.455952644348145,11.455952644348145,4,19.899999618530273,5.376344203948975,0.03314529
"18 Jan 2024, 20:37:39",1239,1239,3000,,2.4213075637817383,,,,,,0
"21 Jan 2024, 11:22:53",2237,1986,5227.080078,3.9179999828338623,2.6319637298583984,27.007631301879883,27.10763168334961,5.400000095367432,19.899999618530273,5.6285176277160645,-0.001913114
"28 Jan 2024, 12:52:46",1919,1605,4205.080078,4.440000057220459,2.6199874877929688,20.765125274658203,22.66510009765625,2.799999952316284,19.899999618530273,22.22222137451172,-0.045183446
"4 Feb 2024, 14:21:44",1312,1209,3016.310059,4.122000217437744,2.494879961013794,10.585497856140137,16.58549690246582,5.400000095367432,19.399999618530273,11.560693740844727,-0.198918551
"11 Feb 2024, 08:42:32",2355,2133,5098.970215,3.5799999237060547,2.3905158042907715,23.014999389648438,23.21500015258789,-0.400000006,19.399999618530273,21.632251739501953,-0.003922361
"18 Feb 2024, 10:50:27",1391,712,1984.207275390625,14.57548999786377,2.7868080139160156,110.58333587646484,116,2117.899902,2229.100098,27.90583610534668,0.2620694041252136
"18 Feb 2024, 12:39:48",9486,5745,16093.18652,21.69974708557129,2.801250935,828.75,854,2022.5,2229,36.57001876831055,0.011184858158230782
"19 Feb 2024, 08:07:41",5433,3607,17424.41016,21.220060348510742,4.830720901489258,1460.2733154296875,1480,1713,2533.399902,49.969932556152344,-0.046486508
"19 Feb 2024, 11:53:19",10432,6967,22798.67578,20.83788299560547,3.2723805904388428,1357.2332763671875,1395,1833.5,2530.100098,49.67393875,-0.069302268
"20 Feb 2024, 08:10:05",8358,5116,22951.4375,21.03483772277832,4.486207485198975,2032.286621,2117,1835.5,2663.5,49.23939514160156,0.027884963899850845
"20 Feb 2024, 11:57:20",9450,4796,9559.385742,9.709321975708008,1.9931998252868652,429.5666809082031,446,2117.899902,2229.100098,28.28671646118164,0.15482164919376373
"21 Feb 2024, 06:13:23",5110,2589,12547.69629,16.956317901611328,4.846541881561279,1268.780029296875,1287,2023.699951171875,2663.5,49.86126708984375,0.3889159858226776
"21 Feb 2024, 08:19:20",7686,5665,24132.94141,21.164194107055664,4.260007381439209,2081.556641,2185,1836,2535.300048828125,49.821285247802734,-0.122239552
"21 Feb 2024, 11:27:02",6204,4772,18733.13281,12.180281639099121,3.925635576248169,1148.863281,1186,2117.899902,2530.300048828125,37.53490067,0.012811524793505669
